episode, reward, f1_score, recall, specificity, precision, size, nodes, transitions, duration, steps
0, 2.854605450420618, 0.9245283018867924, 0.98, 0.86, 0.875, 0.35922330097087374, 66, 142, 46.847778, 68
1, 0.7049743702593709, 0.8990825688073395, 0.98, 0.8, 0.8305084745762712, 0.11650485436893199, 91, 179, 10.399852, 14
2, 0.5278517272168355, 0.8990825688073395, 0.98, 0.8, 0.8305084745762712, 0.10679611650485432, 92, 186, 10.844036, 17
3, 0.7220264844983888, 0.8990825688073395, 0.98, 0.8, 0.8305084745762712, 0.12621359223300976, 90, 177, 14.239653, 19
4, 0.6249391058576121, 0.8990825688073395, 0.98, 0.8, 0.8305084745762712, 0.11650485436893199, 91, 179, 10.358049, 16
5, 0.5278517272168355, 0.8990825688073395, 0.98, 0.8, 0.8305084745762712, 0.10679611650485432, 92, 188, 12.369369, 18
6, 3.2452802190217644, 0.9289099526066351, 0.98, 0.87, 0.8828828828828829, 0.4077669902912622, 61, 119, 43.258673, 69
7, 3.4469225305223197, 0.9201877934272301, 0.98, 0.85, 0.8672566371681416, 0.4271844660194175, 59, 121, 43.543558, 69
8, 0.7220264844983888, 0.8990825688073395, 0.98, 0.8, 0.8305084745762712, 0.12621359223300976, 90, 182, 12.138206, 19
9, 0.5175955684509415, 0.9074074074074074, 0.98, 0.82, 0.8448275862068966, 0.09708737864077666, 93, 193, 11.223348, 19
10, 0.6249391058576121, 0.8990825688073395, 0.98, 0.8, 0.8305084745762712, 0.11650485436893199, 91, 184, 11.424737, 17
11, 0.6249391058576121, 0.8990825688073395, 0.98, 0.8, 0.8305084745762712, 0.11650485436893199, 91, 184, 10.072074, 17
12, 0.42479975079416854, 0.9201877934272301, 0.98, 0.85, 0.8672566371681416, 0.07766990291262132, 95, 195, 10.343148, 18
13, 0.3186488543937387, 0.9032258064516129, 0.98, 0.81, 0.8376068376068376, 0.08737864077669899, 94, 181, 8.443163, 15
14, 1.1578368533259717, 0.9289099526066351, 0.98, 0.87, 0.8828828828828829, 0.21359223300970875, 81, 166, 24.540554, 37
15, 0.8114836729014104, 0.8761061946902654, 0.99, 0.73, 0.7857142857142857, 0.1456310679611651, 88, 169, 13.077859, 16
16, 0.4131182956483348, 0.9074074074074074, 0.98, 0.82, 0.8448275862068966, 0.08737864077669899, 94, 189, 11.342732, 13
17, 2.480701085840177, 0.9289099526066351, 0.98, 0.87, 0.8828828828828829, 0.3203883495145631, 70, 142, 40.128045, 47
18, 0.7220264844983888, 0.8990825688073395, 0.98, 0.8, 0.8305084745762712, 0.12621359223300976, 90, 182, 13.72671, 18
19, 0.6078869916185943, 0.8990825688073395, 0.98, 0.8, 0.8305084745762712, 0.10679611650485432, 92, 185, 13.424894, 13
20, 0.6249391058576121, 0.8990825688073395, 0.98, 0.8, 0.8305084745762712, 0.11650485436893199, 91, 184, 15.481418, 18
21, 3.9733708339084943, 0.9289099526066351, 0.98, 0.87, 0.8828828828828829, 0.49514563106796117, 52, 112, 70.624387, 82
22, 0.6346478437216898, 0.8990825688073395, 0.98, 0.8, 0.8305084745762712, 0.12621359223300976, 90, 182, 15.660029, 21
23, 2.087529878981427, 0.9289099526066351, 0.98, 0.87, 0.8828828828828829, 0.2912621359223301, 73, 152, 30.325179, 42
24, 0.7220264844983888, 0.8990825688073395, 0.98, 0.8, 0.8305084745762712, 0.12621359223300976, 90, 182, 13.779071, 18
25, 0.6046945648504789, 0.9116279069767441, 0.98, 0.83, 0.8521739130434782, 0.09708737864077666, 93, 192, 13.977045, 18
26, 0.7220264844983888, 0.8990825688073395, 0.98, 0.8, 0.8305084745762712, 0.12621359223300976, 90, 182, 12.82204, 19
27, 0.5207990272880515, 0.8949771689497716, 0.98, 0.79, 0.8235294117647058, 0.10679611650485432, 92, 184, 10.191291, 16
28, 2.3228853970152903, 0.9289099526066351, 0.98, 0.87, 0.8828828828828829, 0.33009708737864074, 69, 147, 43.131546, 62
29, 0.5978834087497433, 0.9032258064516129, 0.98, 0.81, 0.8376068376068376, 0.09708737864077666, 93, 189, 8.937998, 15
30, 0.6049742092276404, 0.9074074074074074, 0.98, 0.82, 0.8448275862068966, 0.09708737864077666, 93, 190, 9.331644, 16
31, 0.7220264844983888, 0.8990825688073395, 0.98, 0.8, 0.8305084745762712, 0.12621359223300976, 90, 182, 11.713662, 18
32, 0.7049743702593709, 0.8990825688073395, 0.98, 0.8, 0.8305084745762712, 0.11650485436893199, 91, 179, 7.477104, 13
33, 1.4785716698308453, 0.9252336448598131, 0.99, 0.85, 0.868421052631579, 0.21359223300970875, 81, 152, 17.531318, 31
34, 0.6249391058576121, 0.8990825688073395, 0.98, 0.8, 0.8305084745762712, 0.11650485436893199, 91, 185, 9.586267, 17
35, 0.8114836729014104, 0.8761061946902654, 0.99, 0.73, 0.7857142857142857, 0.1456310679611651, 88, 169, 9.725237, 17
36, 0.5278517272168355, 0.8990825688073395, 0.98, 0.8, 0.8305084745762712, 0.10679611650485432, 92, 188, 11.073848, 18
37, 0.7220264844983888, 0.8990825688073395, 0.98, 0.8, 0.8305084745762712, 0.12621359223300976, 90, 182, 10.315664, 18
38, 3.487933940704613, 0.9289099526066351, 0.98, 0.87, 0.8828828828828829, 0.44660194174757284, 57, 124, 46.403769, 87
39, 0.6293927872935683, 0.9074074074074074, 0.98, 0.82, 0.8448275862068966, 0.10679611650485432, 92, 190, 11.584001, 19
40, 0.5007960301089667, 0.9032258064516129, 0.98, 0.81, 0.8376068376068376, 0.08737864077669899, 94, 192, 7.538098, 14
41, 0.626144762305503, 0.9245283018867924, 0.98, 0.86, 0.875, 0.10679611650485432, 92, 188, 9.262605, 17
42, 0.614958610440731, 0.9032258064516129, 0.98, 0.81, 0.8376068376068376, 0.10679611650485432, 92, 187, 8.597496, 16
43, 2.1117690470052257, 0.9289099526066351, 0.98, 0.87, 0.8828828828828829, 0.30097087378640774, 72, 139, 22.106064, 42
44, 1.4296815135201464, 0.9289099526066351, 0.98, 0.87, 0.8828828828828829, 0.23300970873786409, 79, 166, 19.256126, 36
45, 0.6145014936519786, 0.8749999999999999, 0.98, 0.74, 0.7903225806451613, 0.12621359223300976, 90, 173, 6.657588, 12
46, 1.9151184067240297, 0.9289099526066351, 0.98, 0.87, 0.8828828828828829, 0.2815533980582524, 74, 153, 22.431284, 41
47, 2.582760790226443, 0.9245283018867924, 0.98, 0.86, 0.875, 0.3495145631067961, 67, 139, 32.259952, 51
48, 0.5978834087497433, 0.9032258064516129, 0.98, 0.81, 0.8376068376068376, 0.09708737864077666, 93, 189, 8.267825, 14
49, 0.5978834087497433, 0.9032258064516129, 0.98, 0.81, 0.8376068376068376, 0.09708737864077666, 93, 189, 8.244001, 14
