best & 809.40 & 4.88 & 0.93 & 0.99 & 0.86 & 0.87 & 0.58 & 42.60 & 103.80 & 52.13 & 94.40 & 
worst & 126.20 & 0.47 & 0.91 & 0.99 & 0.82 & 0.85 & 0.10 & 91.20 & 176.40 & 7.15 & 11.40 & 
middle & 107.40 & 2.34 & 0.93 & 0.99 & 0.85 & 0.87 & 0.31 & 69.60 & 146.80 & 28.56 & 47.40 & 
initial & 0.99 & 0.99 & 1.00 & 1.00 & 0.00 & 101.00 & 207.20 & 
