best & 309.80 & 5.67 & 0.91 & 0.96 & 0.84 & 0.86 & 0.62 & 40.20 & 99.00 & 20.06 & 95.20 & 
worst & 84.20 & 0.67 & 0.92 & 0.97 & 0.86 & 0.87 & 0.12 & 94.00 & 177.80 & 2.73 & 12.20 & 
middle & 56.60 & 3.34 & 0.91 & 0.96 & 0.84 & 0.86 & 0.38 & 66.20 & 141.00 & 12.42 & 53.40 & 
initial & 0.98 & 0.96 & 1.00 & 1.00 & 0.00 & 106.40 & 208.00 & 
