best & 11.80 & 7.06 & 0.88 & 0.95 & 0.78 & 0.81 & 0.75 & 24.00 & 62.00 & 11.38 & 101.60 & 
worst & 258.00 & 1.18 & 0.88 & 0.96 & 0.77 & 0.81 & 0.16 & 80.40 & 137.40 & 1.26 & 13.20 & 
middle & 54.80 & 4.08 & 0.91 & 0.96 & 0.85 & 0.86 & 0.44 & 53.20 & 105.20 & 5.23 & 48.00 & 
initial & 0.96 & 0.93 & 1.00 & 1.00 & 0.00 & 95.40 & 176.40 & 
