episode, reward, f1_score, recall, specificity, precision, size, nodes, transitions, duration, steps
0, 2.3007679081424497, 0.9302325581395349, 1.0, 0.85, 0.8695652173913043, 0.26315789473684215, 70, 138, 4.146564, 32
1, 2.3007679081424497, 0.9302325581395349, 1.0, 0.85, 0.8695652173913043, 0.26315789473684215, 70, 133, 4.736474, 36
2, 3.9849784344582386, 0.9302325581395349, 1.0, 0.85, 0.8695652173913043, 0.43157894736842106, 54, 112, 6.591354, 53
3, 2.3007679081424497, 0.9302325581395349, 1.0, 0.85, 0.8695652173913043, 0.26315789473684215, 70, 138, 3.809476, 33
4, 2.61655738182666, 0.9302325581395349, 1.0, 0.85, 0.8695652173913043, 0.2947368421052632, 67, 130, 3.836619, 34
5, 2.511294223931922, 0.9302325581395349, 1.0, 0.85, 0.8695652173913043, 0.28421052631578947, 68, 130, 4.070417, 33
6, 7.21256550467077, 0.9090909090909091, 1.0, 0.8, 0.8333333333333334, 0.7684210526315789, 22, 57, 13.30355, 94
7, 2.511294223931922, 0.9302325581395349, 1.0, 0.85, 0.8695652173913043, 0.28421052631578947, 68, 131, 3.8757, 33
8, 2.0902415923529754, 0.9302325581395349, 1.0, 0.85, 0.8695652173913043, 0.2421052631578947, 72, 144, 3.898531, 32
9, 2.511294223931922, 0.9302325581395349, 1.0, 0.85, 0.8695652173913043, 0.28421052631578947, 68, 132, 4.07885, 34
10, 3.4586626449845546, 0.9302325581395349, 1.0, 0.85, 0.8695652173913043, 0.3789473684210526, 59, 123, 5.959231, 49
11, 2.721820539721397, 0.9302325581395349, 1.0, 0.85, 0.8695652173913043, 0.3052631578947368, 66, 130, 4.369915, 35
12, 2.300767908142449, 0.9302325581395349, 1.0, 0.85, 0.8695652173913043, 0.26315789473684215, 70, 135, 4.032221, 35
13, 1.387727036844837, 0.851063829787234, 1.0, 0.65, 0.7407407407407407, 0.18947368421052635, 77, 123, 2.41705, 21
14, 2.3007679081424497, 0.9302325581395349, 1.0, 0.85, 0.8695652173913043, 0.26315789473684215, 70, 136, 3.846327, 33
15, 4.7218205397213975, 0.9302325581395349, 1.0, 0.85, 0.8695652173913043, 0.5052631578947369, 47, 106, 6.702729, 64
16, 2.3007679081424497, 0.9302325581395349, 1.0, 0.85, 0.8695652173913043, 0.26315789473684215, 70, 138, 4.120582, 34
17, 2.406031066037187, 0.9302325581395349, 1.0, 0.85, 0.8695652173913043, 0.27368421052631575, 69, 134, 3.904092, 33
18, 2.61655738182666, 0.9302325581395349, 1.0, 0.85, 0.8695652173913043, 0.2947368421052632, 67, 129, 4.088993, 35
19, 2.195504750247711, 0.9302325581395349, 1.0, 0.85, 0.8695652173913043, 0.25263157894736843, 71, 135, 4.063547, 33
20, 4.616557381826661, 0.9302325581395349, 1.0, 0.85, 0.8695652173913043, 0.49473684210526314, 48, 101, 7.814596, 57
21, 2.511294223931922, 0.9302325581395349, 1.0, 0.85, 0.8695652173913043, 0.28421052631578947, 68, 132, 3.941197, 34
22, 2.511294223931922, 0.9302325581395349, 1.0, 0.85, 0.8695652173913043, 0.28421052631578947, 68, 131, 3.826528, 34
23, 2.61655738182666, 0.9302325581395349, 1.0, 0.85, 0.8695652173913043, 0.2947368421052632, 67, 130, 3.888824, 35
24, 2.511294223931922, 0.9302325581395349, 1.0, 0.85, 0.8695652173913043, 0.28421052631578947, 68, 131, 3.569681, 34
25, 2.406031066037187, 0.9302325581395349, 1.0, 0.85, 0.8695652173913043, 0.27368421052631575, 69, 132, 3.853538, 35
26, 2.61655738182666, 0.9302325581395349, 1.0, 0.85, 0.8695652173913043, 0.2947368421052632, 67, 131, 3.627493, 34
27, 2.61655738182666, 0.9302325581395349, 1.0, 0.85, 0.8695652173913043, 0.2947368421052632, 67, 124, 3.462046, 34
28, 4.511294223931925, 0.9302325581395349, 1.0, 0.85, 0.8695652173913043, 0.4842105263157894, 49, 104, 6.077704, 56
29, 2.511294223931922, 0.9302325581395349, 1.0, 0.85, 0.8695652173913043, 0.28421052631578947, 68, 131, 3.541065, 34
30, 4.932346855510872, 0.9302325581395349, 1.0, 0.85, 0.8695652173913043, 0.5263157894736843, 45, 96, 7.159196, 63
31, 2.1955047502477125, 0.9302325581395349, 1.0, 0.85, 0.8695652173913043, 0.25263157894736843, 71, 137, 3.878118, 35
32, 2.3694166641788814, 0.9302325581395349, 1.0, 0.85, 0.8695652173913043, 0.27368421052631575, 69, 129, 4.379225, 37
33, 4.8270836976161355, 0.9302325581395349, 1.0, 0.85, 0.8695652173913043, 0.5157894736842106, 46, 101, 7.667113, 64
34, 2.1955047502477125, 0.9302325581395349, 1.0, 0.85, 0.8695652173913043, 0.25263157894736843, 71, 142, 3.853335, 33
35, 2.511294223931922, 0.9302325581395349, 1.0, 0.85, 0.8695652173913043, 0.28421052631578947, 68, 131, 3.842662, 35
36, 2.9323468555108705, 0.9302325581395349, 1.0, 0.85, 0.8695652173913043, 0.3263157894736842, 64, 120, 3.613378, 34
