best & 43.60 & 5.13 & 0.91 & 0.99 & 0.80 & 0.84 & 0.58 & 44.80 & 103.00 & 34.08 & 104.80 & 
worst & 79.80 & 0.29 & 0.91 & 0.98 & 0.81 & 0.84 & 0.06 & 100.80 & 195.60 & 2.92 & 10.20 & 
middle & 25.60 & 2.64 & 0.92 & 0.98 & 0.86 & 0.87 & 0.31 & 74.40 & 154.40 & 14.21 & 46.80 & 
initial & 0.99 & 0.98 & 1.00 & 1.00 & 0.00 & 107.20 & 215.00 & 
