episode, reward, f1_score, recall, specificity, precision, size, nodes, transitions, duration, steps
0, 0.42426909803279744, 0.8823529411764706, 1.0, 0.7333333333333333, 0.7894736842105263, 0.07920792079207917, 93, 184, 4.750741, 19
1, 1.0175667887530022, 0.8695652173913044, 1.0, 0.7, 0.7692307692307693, 0.14851485148514854, 86, 165, 5.444048, 22
2, 1.297152582546454, 0.916030534351145, 1.0, 0.8166666666666667, 0.8450704225352113, 0.16831683168316836, 84, 151, 5.012564, 21
3, 0.8775588642926906, 0.9022556390977443, 1.0, 0.7833333333333333, 0.821917808219178, 0.13861386138613863, 87, 166, 4.902086, 19
4, 3.4890177424230977, 0.916030534351145, 1.0, 0.8166666666666667, 0.8450704225352113, 0.4158415841584159, 59, 124, 15.969768, 58
5, 4.0728366939684, 0.9302325581395349, 1.0, 0.85, 0.8695652173913043, 0.4653465346534653, 54, 110, 17.987832, 67
6, 3.785707981097113, 0.9302325581395349, 1.0, 0.85, 0.8695652173913043, 0.4455445544554455, 56, 114, 16.165884, 66
7, 3.99581064771923, 0.9302325581395349, 1.0, 0.85, 0.8695652173913043, 0.4653465346534653, 54, 115, 16.833155, 71
8, 0.9765687652827897, 0.9022556390977443, 1.0, 0.7833333333333333, 0.821917808219178, 0.13861386138613863, 87, 169, 5.229129, 21
9, 0.9377137452421199, 0.8571428571428571, 1.0, 0.6666666666666666, 0.75, 0.18811881188118806, 82, 139, 4.171554, 17
10, 4.39196337903021, 0.923076923076923, 1.0, 0.8333333333333334, 0.8571428571428571, 0.504950495049505, 50, 112, 22.210208, 76
11, 1.1380998007634866, 0.8571428571428571, 1.0, 0.6666666666666666, 0.75, 0.17821782178217827, 83, 145, 5.312989, 21
12, 1.1159315670242984, 0.8571428571428571, 1.0, 0.6666666666666666, 0.75, 0.18811881188118806, 82, 139, 4.638824, 19
13, 0.9154810211700326, 0.8571428571428571, 1.0, 0.6666666666666666, 0.75, 0.17821782178217827, 83, 141, 4.129508, 17
14, 0.6377519442756329, 0.9302325581395349, 1.0, 0.85, 0.8695652173913043, 0.1089108910891089, 90, 176, 5.543023, 19
15, 1.0238905581370183, 0.9302325581395349, 1.0, 0.85, 0.8695652173913043, 0.13861386138613863, 87, 168, 5.301311, 21
16, 0.9864697553817996, 0.9022556390977443, 1.0, 0.7833333333333333, 0.821917808219178, 0.14851485148514854, 86, 167, 5.226763, 20
17, 1.1159315670242984, 0.8571428571428571, 1.0, 0.6666666666666666, 0.75, 0.18811881188118806, 82, 139, 4.654946, 18
18, 0.9415955897051772, 0.8633093525179857, 1.0, 0.6833333333333333, 0.759493670886076, 0.14851485148514854, 86, 162, 5.515445, 21
19, 3.874816891988202, 0.9302325581395349, 1.0, 0.85, 0.8695652173913043, 0.4455445544554455, 56, 114, 19.182203, 65
20, 0.8258707561568202, 0.9302325581395349, 1.0, 0.85, 0.8695652173913043, 0.1188118811881188, 89, 177, 5.297112, 20
21, 1.1229004591271174, 0.9302325581395349, 1.0, 0.85, 0.8695652173913043, 0.14851485148514854, 86, 164, 5.482076, 21
22, 1.305732182424184, 0.9022556390977443, 1.0, 0.7833333333333333, 0.821917808219178, 0.18811881188118806, 82, 145, 5.809114, 22
23, 0.9185568877629031, 0.8695652173913044, 1.0, 0.7, 0.7692307692307693, 0.13861386138613863, 87, 167, 5.751542, 21
24, 1.0710961810466761, 0.8571428571428571, 1.0, 0.6666666666666666, 0.75, 0.18811881188118806, 82, 139, 4.843468, 18
25, 1.2155865907332004, 0.8695652173913044, 1.0, 0.7, 0.7692307692307693, 0.16831683168316836, 84, 160, 5.646381, 20
26, 1.0175667887530022, 0.8695652173913044, 1.0, 0.7, 0.7692307692307693, 0.14851485148514854, 86, 165, 6.315726, 22
27, 0.8631753889674679, 0.8571428571428571, 1.0, 0.6666666666666666, 0.75, 0.15841584158415845, 85, 148, 6.33565, 19
28, 1.198142681556355, 0.916030534351145, 1.0, 0.8166666666666667, 0.8450704225352113, 0.15841584158415845, 85, 161, 5.483834, 20
29, 3.5008742701193194, 0.923076923076923, 1.0, 0.8333333333333334, 0.8571428571428571, 0.4158415841584159, 59, 130, 19.861832, 68
30, 3.3048646289047503, 0.9302325581395349, 1.0, 0.85, 0.8695652173913043, 0.38613861386138615, 62, 141, 18.470514, 64
31, 3.985909657620221, 0.9302325581395349, 1.0, 0.85, 0.8695652173913043, 0.4554455445544554, 55, 122, 25.009424, 76
32, 3.753994850034454, 0.923076923076923, 1.0, 0.8333333333333334, 0.8571428571428571, 0.4257425742574258, 58, 129, 19.859874, 67
33, 0.9377137452421199, 0.8571428571428571, 1.0, 0.6666666666666666, 0.75, 0.18811881188118806, 82, 139, 4.827938, 17
34, 3.015725755267834, 0.923076923076923, 1.0, 0.8333333333333334, 0.8571428571428571, 0.37623762376237624, 63, 139, 18.226777, 61
35, 1.1159315670242984, 0.8571428571428571, 1.0, 0.6666666666666666, 0.75, 0.18811881188118806, 82, 139, 6.60067, 19
36, 3.7878898556400227, 0.9302325581395349, 1.0, 0.85, 0.8695652173913043, 0.4356435643564357, 57, 122, 19.388511, 66
37, 1.1503041018387554, 0.8571428571428571, 1.0, 0.6666666666666666, 0.75, 0.17821782178217827, 83, 145, 5.968803, 21
38, 3.5876881791169146, 0.9302325581395349, 1.0, 0.85, 0.8695652173913043, 0.4257425742574258, 58, 110, 18.900888, 67
39, 4.3820623889312005, 0.923076923076923, 1.0, 0.8333333333333334, 0.8571428571428571, 0.49504950495049505, 51, 110, 19.282661, 65
40, 1.0268226561332092, 0.8571428571428571, 1.0, 0.6666666666666666, 0.75, 0.18811881188118806, 82, 139, 4.970865, 18
41, 4.00571163781824, 0.9302325581395349, 1.0, 0.85, 0.8695652173913043, 0.4752475247524752, 53, 114, 19.307935, 67
42, 1.1159315670242984, 0.8571428571428571, 1.0, 0.6666666666666666, 0.75, 0.18811881188118806, 82, 139, 5.146343, 19
43, 1.0367236462322191, 0.8571428571428571, 1.0, 0.6666666666666666, 0.75, 0.17821782178217827, 83, 145, 5.456128, 20
44, 3.9738267929783, 0.9302325581395349, 1.0, 0.85, 0.8695652173913043, 0.4554455445544554, 55, 113, 19.664571, 67
45, 0.9011129785860577, 0.916030534351145, 1.0, 0.8166666666666667, 0.8450704225352113, 0.12871287128712872, 88, 171, 5.489394, 19
46, 1.1159315670242984, 0.8571428571428571, 1.0, 0.6666666666666666, 0.75, 0.18811881188118806, 82, 139, 5.082111, 19
47, 0.9648688064304349, 0.8955223880597014, 1.0, 0.7666666666666667, 0.8108108108108109, 0.14851485148514854, 86, 164, 5.255355, 20
48, 1.0175667887530022, 0.8695652173913044, 1.0, 0.7, 0.7692307692307693, 0.14851485148514854, 86, 165, 5.706501, 21
49, 1.1159315670242984, 0.8571428571428571, 1.0, 0.6666666666666666, 0.75, 0.18811881188118806, 82, 139, 4.859746, 19
50, 1.1051154239731087, 0.8633093525179857, 1.0, 0.6833333333333333, 0.759493670886076, 0.17821782178217827, 83, 140, 4.909023, 19
51, 0.9637008808794548, 0.8633093525179857, 1.0, 0.6833333333333333, 0.759493670886076, 0.15841584158415845, 85, 160, 5.636499, 20
52, 3.795780684973403, 0.923076923076923, 1.0, 0.8333333333333334, 0.8571428571428571, 0.4554455445544554, 55, 97, 12.877048, 48
53, 1.0532798529340288, 0.9022556390977443, 1.0, 0.7833333333333333, 0.821917808219178, 0.14851485148514854, 86, 162, 6.535057, 21
54, 1.063878707420534, 0.8955223880597014, 1.0, 0.7666666666666667, 0.8108108108108109, 0.15841584158415845, 85, 161, 5.482394, 21
55, 1.0532798529340288, 0.9022556390977443, 1.0, 0.7833333333333333, 0.821917808219178, 0.14851485148514854, 86, 162, 5.135359, 20
56, 1.1159315670242984, 0.8571428571428571, 1.0, 0.6666666666666666, 0.75, 0.18811881188118806, 82, 139, 4.48895, 18
57, 1.1159315670242984, 0.8571428571428571, 1.0, 0.6666666666666666, 0.75, 0.17821782178217827, 83, 145, 5.131377, 19
58, 0.798982718621334, 0.8955223880597014, 1.0, 0.7666666666666667, 0.8108108108108109, 0.13861386138613863, 87, 166, 5.361368, 20
59, 1.0268226561332092, 0.8571428571428571, 1.0, 0.6666666666666666, 0.75, 0.18811881188118806, 82, 139, 4.557287, 18
60, 1.1159315670242984, 0.8571428571428571, 1.0, 0.6666666666666666, 0.75, 0.18811881188118806, 82, 139, 5.049653, 19
61, 1.1602050919377653, 0.8571428571428571, 1.0, 0.6666666666666666, 0.75, 0.18811881188118806, 82, 139, 4.737494, 18
62, 3.5898700536598245, 0.9302325581395349, 1.0, 0.85, 0.8695652173913043, 0.4158415841584159, 59, 129, 19.388682, 67
63, 3.7878898556400227, 0.9302325581395349, 1.0, 0.85, 0.8695652173913043, 0.4356435643564357, 57, 126, 20.176753, 72
64, 1.0337915482360283, 0.9302325581395349, 1.0, 0.85, 0.8695652173913043, 0.14851485148514854, 86, 164, 5.455914, 20
65, 1.1159315670242984, 0.8571428571428571, 1.0, 0.6666666666666666, 0.75, 0.18811881188118806, 82, 139, 4.861421, 19
