best & 80.20 & 5.52 & 0.92 & 0.99 & 0.85 & 0.87 & 0.64 & 35.40 & 86.80 & 40.44 & 88.60 & 
worst & 103.80 & 0.46 & 0.91 & 0.98 & 0.82 & 0.85 & 0.08 & 89.60 & 173.40 & 3.72 & 8.80 & 
middle & 46.60 & 2.97 & 0.93 & 0.98 & 0.86 & 0.88 & 0.37 & 61.20 & 124.40 & 23.14 & 48.40 & 
initial & 0.99 & 0.98 & 1.00 & 1.00 & 0.00 & 97.60 & 196.60 & 
