episode, reward, f1_score, recall, specificity, precision, size, nodes, transitions, duration, steps
0, 0.5930952380952377, 0.9028571428571428, 0.9875, 0.8, 0.8315789473684211, 0.08333333333333337, 88, 179, 5.438733, 13
1, 0.4060970732166387, 0.8977272727272727, 0.9875, 0.7875, 0.8229166666666666, 0.08333333333333337, 88, 173, 5.523291, 13
2, 3.5907340338706386, 0.9080459770114943, 0.9875, 0.8125, 0.8404255319148937, 0.45833333333333337, 52, 119, 34.686729, 74
3, 2.3257177871148453, 0.9294117647058824, 0.9875, 0.8625, 0.8777777777777778, 0.29166666666666663, 68, 144, 21.05663, 45
4, 2.5340511204481793, 0.9294117647058824, 0.9875, 0.8625, 0.8777777777777778, 0.3125, 66, 139, 24.063103, 49
5, 0.7455353341847588, 0.9080459770114943, 0.9875, 0.8125, 0.8404255319148937, 0.11458333333333337, 85, 175, 12.075816, 21
6, 0.8656893192059423, 0.9294117647058824, 0.9875, 0.8625, 0.8777777777777778, 0.11458333333333337, 85, 172, 8.437255, 17
7, 1.0580353341847588, 0.9080459770114943, 0.9875, 0.8125, 0.8404255319148937, 0.14583333333333337, 82, 166, 11.971653, 25
8, 0.5930952380952377, 0.9028571428571428, 0.9875, 0.8, 0.8315789473684211, 0.08333333333333337, 88, 179, 6.627335, 13
9, 2.3271668755221393, 0.9239766081871346, 0.9875, 0.85, 0.8681318681318682, 0.30208333333333337, 67, 138, 24.307925, 44
10, 2.5340511204481793, 0.9294117647058824, 0.9875, 0.8625, 0.8777777777777778, 0.3125, 66, 143, 24.940415, 48
11, 3.8793467042796204, 0.9186046511627908, 0.9875, 0.8375, 0.8586956521739131, 0.44791666666666663, 53, 122, 37.186398, 69
12, 2.6397633709462847, 0.9186046511627908, 0.9875, 0.8375, 0.8586956521739131, 0.33333333333333337, 64, 130, 24.297596, 49
13, 2.3093259702725035, 0.9132947976878614, 0.9875, 0.825, 0.8494623655913979, 0.30208333333333337, 67, 144, 24.451305, 48
14, 3.7944677871148453, 0.9294117647058824, 0.9875, 0.8625, 0.8777777777777778, 0.44791666666666663, 53, 119, 31.487173, 65
15, 0.9574984402620357, 0.8926553672316384, 0.9875, 0.775, 0.8144329896907216, 0.15625, 81, 146, 10.190104, 21
16, 0.8656893192059423, 0.9294117647058824, 0.9875, 0.8625, 0.8777777777777778, 0.11458333333333337, 85, 172, 8.085079, 17
17, 0.8879943502824854, 0.8926553672316384, 0.9875, 0.775, 0.8144329896907216, 0.125, 84, 158, 7.387013, 13
18, 0.5842803030303025, 0.8977272727272727, 0.9875, 0.7875, 0.8229166666666666, 0.09375, 87, 168, 5.124055, 11
19, 0.8497020008514262, 0.9080459770114943, 0.9875, 0.8125, 0.8404255319148937, 0.125, 84, 172, 11.633834, 24
20, 2.2334168755221393, 0.9239766081871346, 0.9875, 0.85, 0.8681318681318682, 0.30208333333333337, 67, 141, 21.600493, 46
21, 0.4438493280747876, 0.9028571428571428, 0.9875, 0.8, 0.8315789473684211, 0.09375, 87, 176, 8.79041, 19
22, 2.6382177871148453, 0.9294117647058824, 0.9875, 0.8625, 0.8777777777777778, 0.32291666666666663, 65, 135, 23.528921, 49
23, 0.5842803030303025, 0.8977272727272727, 0.9875, 0.7875, 0.8229166666666666, 0.09375, 87, 172, 5.969037, 13
24, 2.5340511204481793, 0.9294117647058824, 0.9875, 0.8625, 0.8777777777777778, 0.3125, 66, 135, 22.424839, 50
25, 2.629346704279618, 0.9186046511627908, 0.9875, 0.8375, 0.8586956521739131, 0.32291666666666663, 65, 133, 21.25835, 48
26, 2.4417502088554732, 0.9239766081871346, 0.9875, 0.85, 0.8681318681318682, 0.32291666666666663, 65, 119, 20.373685, 48
27, 2.837680037612953, 0.9186046511627908, 0.9875, 0.8375, 0.8586956521739131, 0.34375, 63, 124, 22.27576, 49
28, 2.650180037612954, 0.9186046511627908, 0.9875, 0.8375, 0.8586956521739131, 0.34375, 63, 124, 22.956113, 48
29, 1.065055074279902, 0.9239766081871346, 0.9875, 0.85, 0.8681318681318682, 0.13541666666666663, 83, 160, 8.732429, 19
30, 0.8693604118186307, 0.9080459770114943, 0.9875, 0.8125, 0.8404255319148937, 0.13541666666666663, 83, 158, 7.239494, 16
31, 2.5145686568040375, 0.9294117647058824, 0.9875, 0.8625, 0.8777777777777778, 0.30208333333333337, 67, 131, 24.058132, 45
32, 4.212680037612954, 0.9186046511627908, 0.9875, 0.8375, 0.8586956521739131, 0.5, 48, 106, 36.810342, 73
33, 2.7334168755221384, 0.9239766081871346, 0.9875, 0.85, 0.8681318681318682, 0.33333333333333337, 64, 131, 26.15998, 51
34, 2.8286475636766335, 0.9186046511627908, 0.9875, 0.8375, 0.8586956521739131, 0.34375, 63, 124, 25.337498, 46
35, 2.7334168755221375, 0.9239766081871346, 0.9875, 0.85, 0.8681318681318682, 0.33333333333333337, 64, 126, 24.814583, 51
36, 1.286387921022068, 0.9028571428571428, 0.9875, 0.8, 0.8315789473684211, 0.17708333333333337, 79, 150, 12.890096, 24
37, 3.6917502088554732, 0.9239766081871346, 0.9875, 0.85, 0.8681318681318682, 0.44791666666666663, 53, 113, 33.256953, 68
38, 2.5250835421888063, 0.9239766081871346, 0.9875, 0.85, 0.8681318681318682, 0.3125, 66, 135, 22.328138, 45
39, 2.7046680035650623, 0.9294117647058824, 0.9875, 0.8625, 0.8777777777777778, 0.32291666666666663, 65, 135, 24.062151, 51
40, 2.4134926369391687, 0.9132947976878614, 0.9875, 0.825, 0.8494623655913979, 0.3125, 66, 140, 21.817757, 49
41, 1.2663686675180932, 0.9080459770114943, 0.9875, 0.8125, 0.8404255319148937, 0.16666666666666663, 80, 158, 12.948472, 26
